product,sku,supplier,department,type,displayed_price,expected_price,pricelist_line,status,issue,correction
Dalston — King Bed,2393,Mazin,Bedroom,beds,"$1,418","$1,418",King Bed Faux Marble,PASS,,
Dalston — Queen Bed,2393,Mazin,Bedroom,beds,"$1,071","$1,071",Queen Bed Faux Marble,PASS,,
Denver Chest Light grey,B1571,Matrix,Bedroom,chests,$690,$690,chest,PASS,,
Denver Dresser mirror set Light grey,B1571,Matrix,Bedroom,dressers,$879,$879,dresser & mirror,PASS,,
Denver Nightstand Light grey,B1571,Matrix,Bedroom,nightstands,$343,$343,nightstand (each),PASS,,
Denver Queen bed Light grey,B1571,Matrix,Bedroom,beds,"$1,194","$1,194",queen bed,PASS,,
Denver — Nightstand,1571,Matrix,Bedroom,nightstands,$343,$343,nightstand (each),PASS,,
Denver — Queen Set,B1571,Matrix,Bedroom,bedroom-sets,"$3,462","$3,462",queen complete set,PASS,,
Destiny Dresser mirror set Silver,B1171,Matrix,Bedroom,dressers,"$1,351","$1,351",dresser & mirror,PASS,,
Destiny Nightstand Silver,B1171,Matrix,Bedroom,nightstands,$532,$532,nightstand (each),PASS,,
Destiny Queen bed Silver,B1171,Matrix,Bedroom,beds,"$2,139","$2,139",queen bed,PASS,,
Destiny — Nightstand,1171,Matrix,Bedroom,nightstands,$532,$532,nightstand (each),PASS,,
Destiny — Queen Set,B1171,Matrix,Bedroom,bedroom-sets,"$5,352","$5,352",queen set,PASS,,
Disco Chest Grey,B1961,Matrix,Bedroom,chests,"$1,446","$1,446",chest,PASS,,
Disco Nightstand Grey,B1961,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Disco — Nightstand,1961,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Disco — Queen Set,B1961,Matrix,Bedroom,bedroom-sets,"$7,242","$7,242",queen complete set,PASS,,
Elara Chest Grey,B1941,Matrix,Bedroom,chests,$942,$942,chest,PASS,,
Elara Nightstand Grey,B1941,Matrix,Bedroom,nightstands,$469,$469,nightstand (each),PASS,,
Elara Queen bed Grey,B1941,Matrix,Bedroom,beds,"$1,887","$1,887",queen bed,PASS,,
Elara dresser mirror set Grey,B1941,Matrix,Bedroom,dressers,"$1,194","$1,194",dresser & mirror,PASS,,
Elara — Nightstand,1941,Matrix,Bedroom,nightstands,$469,$469,nightstand (each),PASS,,
Elara — Queen Set,B1941,Matrix,Bedroom,bedroom-sets,"$4,722","$4,722",queen complete set,PASS,,
Ember Chest Graphite,B1471,Matrix,Bedroom,chests,"$1,572","$1,572",chest,PASS,,
Ember Dresser mirror set Graphite,B1471,Matrix,Bedroom,dressers,"$1,950","$1,950",dresser & mirror,PASS,,
Ember King bed Graphite,B1471,Matrix,Bedroom,beds,"$3,462","$3,462",king bed,PASS,,
Ember Nightstand Graphite,B1471,Matrix,Bedroom,nightstands,$784,$784,nightstand (each),PASS,,
Ember Queen bed Graphite,B1471,Matrix,Bedroom,beds,"$3,147","$3,147",queen bed,PASS,,
Ember — Nightstand,1471,Matrix,Bedroom,nightstands,$784,$784,nightstand (each),PASS,,
Ember — Queen Set,B1471,Matrix,Bedroom,bedroom-sets,"$7,872","$7,872",queen complete set,PASS,,
Emerson — Bed,2399,Mazin,Bedroom,beds,$945,$945,Queen Uph Bed in a Box,PASS,,
Fitzroy — King Bed,2411,Mazin,Bedroom,beds,"$2,126","$2,126",King Bed w/Fireplace Corduroy,PASS,,
Fitzroy — Queen Bed,2411,Mazin,Bedroom,beds,"$1,969","$1,969",Queen Bed w/Fireplace Corduroy,PASS,,
Geneva Chest Riversend,B2191,Matrix,Bedroom,chests,"$1,761","$1,761",chest,PASS,,
Geneva Dresser mirror set Riversend,B2191,Matrix,Bedroom,dressers,"$2,202","$2,202",dresser & mirror,PASS,,
Geneva King bed Riversend,B2191,Matrix,Bedroom,beds,"$3,840","$3,840",king bed,PASS,,
Geneva Nightstand Riversend,B2191,Matrix,Bedroom,nightstands,$879,$879,nightstand (each),PASS,,
Geneva Queen bed Riversend,B2191,Matrix,Bedroom,beds,"$3,525","$3,525",queen bed,PASS,,
Geneva — Nightstand,2191,Matrix,Bedroom,nightstands,$879,$879,nightstand (each),PASS,,
Geneva — Queen Set,B2191,Matrix,Bedroom,bedroom-sets,"$8,817","$8,817",queen complete set,PASS,,
Germani Chest Brown,B1801,Matrix,Bedroom,chests,"$1,446","$1,446",chest,PASS,,
Germani Dresser mirror set Brown,B1801,Matrix,Bedroom,dressers,"$1,824","$1,824",dresser & mirror,PASS,,
Germani King bed Brown,B1801,Matrix,Bedroom,beds,"$3,210","$3,210",king bed,PASS,,
Germani Nightstand Brown,B1801,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Germani Queen bed Brown,B1801,Matrix,Bedroom,beds,"$2,895","$2,895",queen bed,PASS,,
Germani — Nightstand,1801,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Germani — Queen Set,B1801,Matrix,Bedroom,bedroom-sets,"$7,242","$7,242",queen complete set,PASS,,
Ginger Chest Gun metal,B1141,Matrix,Bedroom,chests,$627,$627,chest =,PASS,,
Ginger Chest White,B1141,Matrix,Bedroom,chests,$627,$627,chest =,PASS,,
Grace Dresser mirror set Grey,B1561,Matrix,Bedroom,dressers,"$1,257","$1,257",dresser & mirror,PASS,,
Hazel King bed Black,B423,Matrix,Bedroom,beds,"$2,202","$2,202",king bed,PASS,,
Highland Dresser mirror set White,B2041,Matrix,Bedroom,dressers,"$1,351","$1,351",dresser & mirror,PASS,,
Highland King bed Grey,B2041,Matrix,Bedroom,beds,"$2,454","$2,454",king bed,PASS,,
Highland King bed White,B2041,Matrix,Bedroom,beds,"$2,454","$2,454",king bed,PASS,,
Highland Queen  Bed Grey,B2041,Matrix,Bedroom,beds,"$2,139","$2,139",queen bed,PASS,,
Highland Queen  Bed White,B2041,Matrix,Bedroom,beds,"$2,139","$2,139",queen bed,PASS,,
Highland — Nightstand,2041,Matrix,Bedroom,nightstands,$532,$532,nightstand (each),PASS,,
Highland — Queen Set,B2041,Matrix,Bedroom,bedroom-sets,"$5,352","$5,352",queen complete set,PASS,,
Highland/colorado Chest Grey,B2041,Matrix,Bedroom,chests,"$1,068",,,PASS,,
Highland/colorado Chest White,B2041,Matrix,Bedroom,chests,"$1,068",,,PASS,,
Highland/colorado Nightstand Grey,B2041,Matrix,Bedroom,nightstands,$532,,,PASS,,
Highland/colorado Nightstand White,B2041,Matrix,Bedroom,nightstands,$532,,,PASS,,
Highlandcolorado Dresser Grey,B2041,Matrix,Bedroom,dressers,"$1,351",,,PASS,,
Highlandcolorado Dresser White,B2041,Matrix,Bedroom,dressers,"$1,351",,,PASS,,
Houston Chest Walnut,B1991,Matrix,Bedroom,chests,$879,$879,chest,PASS,,
Houston Dresser Mirror set  walnut,B1991,Matrix,Bedroom,dressers,"$1,099","$1,099",dresser & mirror,PASS,,
Houston King bed Walnut,B1991,Matrix,Bedroom,beds,"$2,076","$2,076",king bed,PASS,,
Houston Nightstand Walnut,B1991,Matrix,Bedroom,nightstands,$438,$438,nightstand (each),PASS,,
Houston Queen bed Walnut,B1991,Matrix,Bedroom,beds,"$1,761","$1,761",queen bed,PASS,,
Houston — Nightstand,1991,Matrix,Bedroom,nightstands,$438,$438,nightstand (each),PASS,,
Houston — Queen Set,B1991,Matrix,Bedroom,bedroom-sets,"$4,407","$4,407",queen complete set,PASS,,
Jasmine Chest Beige Gold,B1291,Matrix,Bedroom,chests,"$1,383","$1,383",chest,PASS,,
Jasmine Dresser mirror set Beige Gold,B1291,Matrix,Bedroom,dressers,"$1,729","$1,729",dresser & mirror,PASS,,
Jasmine King bed Beige Gold,B1291,Matrix,Bedroom,beds,"$3,084","$3,084",king bed,PASS,,
Jasmine Nightstand Beige Gold,B1291,Matrix,Bedroom,nightstands,$690,$690,nightstand (each),PASS,,
Jasmine Queen bed Beige Gold,B1291,Matrix,Bedroom,beds,"$2,769","$2,769",queen bed,PASS,,
Jasmine — Nightstand,1291,Matrix,Bedroom,nightstands,$690,$690,nightstand (each),PASS,,
Jasmine — Queen Set,B1291,Matrix,Bedroom,bedroom-sets,"$6,927","$6,927",queen complete set,PASS,,
Kenzo Chest Dark walnut,B1441,Matrix,Bedroom,chests,"$1,036","$1,036",chest,PASS,,
Kenzo Dresser mirror set Dark walnut,B1441,Matrix,Bedroom,dressers,"$1,288","$1,288",dresser & mirror,PASS,,
Kenzo King bed Dark walnut,B1441,Matrix,Bedroom,beds,"$2,391","$2,391",king bed,PASS,,
Kenzo Nightstand Dark walnut,B1441,Matrix,Bedroom,nightstands,$532,$532,nightstand (each),PASS,,
Kenzo Queen bed Dark walnut,B1441,Matrix,Bedroom,beds,"$2,076","$2,076",queen bed,PASS,,
Kenzo — Nightstand,1441,Matrix,Bedroom,nightstands,$532,$532,nightstand (each),PASS,,
Kenzo — Queen Set,B1441,Matrix,Bedroom,bedroom-sets,"$5,194","$5,194",queen complete set,PASS,,
Laguna Chest White,B1831,Matrix,Bedroom,chests,"$1,257","$1,257",chest,PASS,,
Laguna Dresser mirror set White,B1831,Matrix,Bedroom,dressers,"$1,572","$1,572",dresser & mirror,PASS,,
Laguna King bed White,B1831,Matrix,Bedroom,beds,"$2,832","$2,832",king bed,PASS,,
Laguna Nightstand White,B1831,Matrix,Bedroom,nightstands,$627,$627,nightstand (each),PASS,,
Laguna Queen bed White,B1831,Matrix,Bedroom,beds,"$2,517","$2,517",queen bed,PASS,,
Laguna — Nightstand,1831,Matrix,Bedroom,nightstands,$627,$627,nightstand (each),PASS,,
Laguna — Queen Set,B1831,Matrix,Bedroom,bedroom-sets,"$6,297","$6,297",queen complete set,PASS,,
Landmark Chest Silver,B1861,Matrix,Bedroom,chests,"$1,383","$1,383",chest,PASS,,
Landmark Dresser mirror set Silver,B1861,Matrix,Bedroom,dressers,"$1,729","$1,729",dresser & mirror,PASS,,
Landmark King bed Silver,B1861,Matrix,Bedroom,beds,"$3,084","$3,084",king bed,PASS,,
Landmark Nightstand Silver,B1861,Matrix,Bedroom,nightstands,$690,$690,nightstand (each),PASS,,
Landmark Queen bed Silver,B1861,Matrix,Bedroom,beds,"$2,769","$2,769",queen bed,PASS,,
Landmark — Nightstand,1861,Matrix,Bedroom,nightstands,$690,$690,nightstand (each),PASS,,
Landmark — Queen Set,B1861,Matrix,Bedroom,bedroom-sets,"$6,927","$6,927",queen complete set,PASS,,
Laura Chest White Gold,B1401,Matrix,Bedroom,chests,"$1,509","$1,509",chest,PASS,,
Laura Dresser mirror set White Gold,B1401,Matrix,Bedroom,dressers,"$1,887","$1,887",dresser & mirror,PASS,,
Laura King bed White Gold,B1401,Matrix,Bedroom,beds,"$3,336","$3,336",king bed,PASS,,
Laura Left nightstand White Gold,B1401,Matrix,Bedroom,nightstands,$753,,,PASS,,
Laura Queen bed White Gold,B1401,Matrix,Bedroom,beds,"$3,021","$3,021",queen bed,PASS,,
Laura Right nightstand White Gold,B1401,Matrix,Bedroom,nightstands,$753,,,PASS,,
Laura — Nightstand,1401,Matrix,Bedroom,nightstands,$753,$753,nightstand (each),PASS,,
Laura — Queen Set,B1401,Matrix,Bedroom,bedroom-sets,"$7,557","$7,557",queen complete set,PASS,,
Lavish King bed Black,B526,Matrix,Bedroom,beds,"$3,777","$3,777",king bed,PASS,,
Lavish King bed Grey,B526,Matrix,Bedroom,beds,"$3,777","$3,777",king bed,PASS,,
Lavish Queen bed Black,B526,Matrix,Bedroom,beds,"$3,462","$3,462",queen bed,PASS,,
Lavish Queen bed Grey,B526,Matrix,Bedroom,beds,"$3,462","$3,462",queen bed,PASS,,
Lavita Chest Grey,B1741,Matrix,Bedroom,chests,"$1,572","$1,572",chest,PASS,,
Lavita Dresser mirror set Grey,B1741,Matrix,Bedroom,dressers,"$1,981","$1,981",dresser & mirror,PASS,,
Lavita King bed Grey,B1741,Matrix,Bedroom,beds,"$3,462","$3,462",king bed,PASS,,
Lavita Nightstand Grey,B1741,Matrix,Bedroom,nightstands,$784,$784,nightstand (each),PASS,,
Lavita Queen bed Grey,B1741,Matrix,Bedroom,beds,"$3,147","$3,147",queen bed,PASS,,
Lavita — Nightstand,1741,Matrix,Bedroom,nightstands,$784,$784,nightstand (each),PASS,,
Lavita — Queen Set,B1741,Matrix,Bedroom,bedroom-sets,"$7,872","$7,872",queen complete set,PASS,,
Leonor Chest Zebra white,B1981,Matrix,Bedroom,chests,"$1,446","$1,446",chest,PASS,,
Leonor King bed  Zebra white,B1981,Matrix,Bedroom,beds,"$3,210","$3,210",king bed,PASS,,
Leonor Nightstand Zebra white,B1981,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Leonor Queen bed  Zebra white,B1981,Matrix,Bedroom,beds,"$2,895","$2,895",queen bed,PASS,,
Leonor — Nightstand,1981,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Leonor — Queen Set,B1981,Matrix,Bedroom,bedroom-sets,"$7,242","$7,242",queen complete set,PASS,,
Lexington Chest Cream,B2241,Matrix,Bedroom,chests,"$1,414","$1,414",chest,PASS,,
Lexington King bed Cream,B2241,Matrix,Bedroom,beds,"$3,147","$3,147",king bed,PASS,,
Lexington Nightstand Cream,B2241,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Lexington Queen bed Cream,B2241,Matrix,Bedroom,beds,"$2,832","$2,832",queen bed,PASS,,
Lexington — Nightstand,2241,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Lexington — Queen Set,B2241,Matrix,Bedroom,bedroom-sets,"$7,084","$7,084",queen complete set,PASS,,
Lisbon Chest Grey,B2261,Matrix,Bedroom,chests,"$1,698","$1,698",chest,PASS,,
Lisbon Dresser mirror set Grey,B2261,Matrix,Bedroom,dressers,"$2,107","$2,107",dresser & mirror,PASS,,
Lisbon King bed Grey,B2261,Matrix,Bedroom,beds,"$3,714","$3,714",king bed,PASS,,
Lisbon Nightstand Grey,B2261,Matrix,Bedroom,nightstands,$847,$847,nightstand (each),PASS,,
Lisbon Queen bed Grey,B2261,Matrix,Bedroom,beds,"$3,399","$3,399",queen bed,PASS,,
Lisbon — Nightstand,2261,Matrix,Bedroom,nightstands,$847,$847,nightstand (each),PASS,,
Lisbon — Queen Set,B2261,Matrix,Bedroom,bedroom-sets,"$8,502","$8,502",queen complete set,PASS,,
Lorenzo Chest Grey,B1341,Matrix,Bedroom,chests,"$1,824","$1,824",chest,PASS,,
Lorenzo Dresser mirror set Grey,B1341,Matrix,Bedroom,dressers,"$2,296","$2,296",dresser & mirror,PASS,,
Lorenzo King bed Grey,B1341,Matrix,Bedroom,beds,"$3,966","$3,966",king bed,PASS,,
Lorenzo Nightstand Grey,B1341,Matrix,Bedroom,nightstands,$910,$910,nightstand (each),PASS,,
Lorenzo Queen bed Grey,B1341,Matrix,Bedroom,beds,"$3,651","$3,651",queen bed,PASS,,
Lorenzo — Nightstand,1341,Matrix,Bedroom,nightstands,$910,$910,nightstand (each),PASS,,
Lorenzo — Queen Set,B1341,Matrix,Bedroom,bedroom-sets,"$9,132","$9,132",queen complete set,PASS,,
Lumin — King Bed,2390,Mazin,Bedroom,beds,"$1,339","$1,339",King Bed,PASS,,
Lumin — Queen Bed,2390,Mazin,Bedroom,beds,"$1,040","$1,040",Queen Bed,PASS,,
Madrid Dresser mirror set Graphite,B1631,Matrix,Bedroom,dressers,"$2,044","$2,044",dresser & mirror,PASS,,
Madrid King bed Graphite,B1631,Matrix,Bedroom,beds,"$3,588","$3,588",king bed,PASS,,
Madrid Nightstand Graphite,B1631,Matrix,Bedroom,nightstands,$816,$816,nightstand (each),PASS,,
Madrid Queen bed Graphite,B1631,Matrix,Bedroom,beds,"$3,273","$3,273",queen bed,PASS,,
Madrid — Nightstand,1631,Matrix,Bedroom,nightstands,$816,$816,nightstand (each),PASS,,
Manchester Chest Walnut Grey,B1911,Matrix,Bedroom,chests,"$1,446","$1,446",chest,PASS,,
Manchester Dresser mirror set Walnut Grey,B1911,Matrix,Bedroom,dressers,"$1,792","$1,792",dresser & mirror,PASS,,
Manchester King bed Walnut Grey,B1911,Matrix,Bedroom,beds,"$3,210","$3,210",king bed,PASS,,
Manchester Nightstand Walnut Grey,B1911,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Manchester Queen bed Walnut Grey,B1911,Matrix,Bedroom,beds,"$2,895","$2,895",queen bed,PASS,,
Manchester — Nightstand,1911,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Manchester — Queen Set,B1911,Matrix,Bedroom,bedroom-sets,"$7,242","$7,242",queen complete set,PASS,,
Matisse — King Bed,2447,Mazin,Bedroom,beds,"$2,300","$2,300",King Bed,PASS,,
Matisse — Queen Bed,2447,Mazin,Bedroom,beds,"$1,796","$1,796",Queen Bed,PASS,,
Maya King bed Black,B523,Matrix,Bedroom,beds,"$3,462","$3,462",king bed,PASS,,
Maya King bed Grey,B523,Matrix,Bedroom,beds,"$3,462","$3,462",king bed,PASS,,
Maya Queen bed Black,B523,Matrix,Bedroom,beds,"$3,147","$3,147",queen bed,PASS,,
Maya Queen bed Grey,B523,Matrix,Bedroom,beds,"$3,147","$3,147",queen bed,PASS,,
Monaco Chest Beige,B1971,Matrix,Bedroom,chests,"$1,635","$1,635",chest,PASS,,
Monaco Dresser mirror set Beige,B1971,Matrix,Bedroom,dressers,"$2,044","$2,044",dresser & mirror,PASS,,
Monaco King bed Beige,B1971,Matrix,Bedroom,beds,"$3,588","$3,588",king bed,PASS,,
Monaco Nightstand Beige,B1971,Matrix,Bedroom,nightstands,$816,$816,nightstand (each),PASS,,
Monaco Queen bed beige,B1971,Matrix,Bedroom,beds,"$3,273","$3,273",queen bed,PASS,,
Monaco — Nightstand,1971,Matrix,Bedroom,nightstands,$816,$816,nightstand (each),PASS,,
Monaco — Queen Set,B1971,Matrix,Bedroom,bedroom-sets,"$8,187","$8,187",queen complete set,PASS,,
Munich Chest White,B1711,Matrix,Bedroom,chests,"$1,320","$1,320",chest,PASS,,
Munich Dresser mirror set White,B1711,Matrix,Bedroom,dressers,"$1,666","$1,666",dresser & mirror,PASS,,
Munich King bed White,B1711,Matrix,Bedroom,beds,"$2,958","$2,958",king bed,PASS,,
Munich Nightstand White,B1711,Matrix,Bedroom,nightstands,$658,$658,nightstand (each),PASS,,
Munich Queen bed White,B1711,Matrix,Bedroom,beds,"$2,643","$2,643",queen bed,PASS,,
Munich — Nightstand,1711,Matrix,Bedroom,nightstands,$658,$658,nightstand (each),PASS,,
Munich — Queen Set,B1711,Matrix,Bedroom,bedroom-sets,"$6,612","$6,612",queen complete set,PASS,,
Nightstand — Beige Linen,I 5605,Monarch,Bedroom,nightstands,$441,,,PASS,,
Nightstand — Black Leather-Look,I 5603,Monarch,Bedroom,nightstands,$441,,,PASS,,
Nightstand — Dark Grey Velvet,I 5607,Monarch,Bedroom,nightstands,$425,,,PASS,,
Nightstand — Grey Leather-Look,I 5602,Monarch,Bedroom,nightstands,$441,,,PASS,,
Nightstand — Grey Linen,I 5604,Monarch,Bedroom,nightstands,$441,,,PASS,,
Nightstand — Light Grey Velvet,I 5606,Monarch,Bedroom,nightstands,$425,,,PASS,,
Obsession Chest White Gold,B1581,Matrix,Bedroom,chests,"$1,194","$1,194",chest,PASS,,
Obsession Dresser mirror set White Gold,B1581,Matrix,Bedroom,dressers,"$1,477","$1,477",dresser & mirror,PASS,,
Obsession King bed White Gold,B1581,Matrix,Bedroom,beds,"$2,706","$2,706",king bed,PASS,,
Obsession Nightstand White Gold,B1581,Matrix,Bedroom,nightstands,$595,$595,nightstand (each),PASS,,
Obsession Queen bed White Gold,B1581,Matrix,Bedroom,beds,"$2,391","$2,391",queen bed,PASS,,
Obsession — Nightstand,1581,Matrix,Bedroom,nightstands,$595,$595,nightstand (each),PASS,,
Obsession — Queen Set,B1581,Matrix,Bedroom,bedroom-sets,"$5,982","$5,982",queen complete set,PASS,,
Olympia Chest Grey,B2201,Matrix,Bedroom,chests,"$1,383","$1,383",chest,PASS,,
Olympia Dresser mirror  Set  grey,B2201,Matrix,Bedroom,dressers,"$1,729","$1,729",dresser & mirror,PASS,,
Olympia King bed  grey,B2201,Matrix,Bedroom,beds,"$3,084","$3,084",king bed,PASS,,
Olympia Queen bed  grey,B2201,Matrix,Bedroom,beds,"$2,769","$2,769",queen bed,PASS,,
Olympia — Nightstand,2201,Matrix,Bedroom,nightstands,$690,$690,nightstand (each),PASS,,
Olympia — Queen Set,B2201,Matrix,Bedroom,bedroom-sets,"$6,927","$6,927",queen complete set,PASS,,
Orlo — King Bed,2455,Mazin,Bedroom,beds,"$1,638","$1,638",King Bed Lacquer,PASS,,
Orlo — Queen Bed,2455,Mazin,Bedroom,beds,"$1,244","$1,244",Queen Bed Lacquer,PASS,,
Passion King bed Milky white,B1331,Matrix,Bedroom,beds,"$2,517","$2,517",king bed,PASS,,
Passion — King Set,1331,Matrix,Bedroom,bedroom-sets,"$6,297","$6,297",king complete set,PASS,,Reclassified to Bedroom Sets
Rachel Chest White,B1621,Matrix,Bedroom,chests,"$1,446","$1,446",chest,PASS,,
Rachel Dresser mirror set Pu White,B1621,Matrix,Bedroom,dressers,"$1,824","$1,824",dresser & mirror,PASS,,
Rachel King bed White,B1621,Matrix,Bedroom,beds,"$3,210","$3,210",king bed,PASS,,
Rachel King bed pu White,B1621,Matrix,Bedroom,beds,"$3,210","$3,210",king bed,PASS,,
Rachel Nightstand White,B1621,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Rachel Queen bed White,B1621,Matrix,Bedroom,beds,"$2,895","$2,895",queen bed,PASS,,
Rachel Queen bed pu White,B1621,Matrix,Bedroom,beds,"$2,895","$2,895",queen bed,PASS,,
Rachel — Nightstand,1621,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Rachel — Queen Set,B1621,Matrix,Bedroom,bedroom-sets,"$7,242","$7,242",queen complete set,PASS,,
Roma Chest Champagne,B391,Matrix,Bedroom,chests,"$1,887","$1,887",chest,PASS,,
Roma Chest Dark walnut,B391,Matrix,Bedroom,chests,"$1,887","$1,887",chest,PASS,,
Roma Dresser mirror set Champagne,B391,Matrix,Bedroom,dressers,"$2,359","$2,359",dresser & mirror,PASS,,
Roma Dresser mirror set Dark walnut,B391,Matrix,Bedroom,dressers,"$2,359","$2,359",dresser & mirror,PASS,,
Roma King bed Dark walnut,B391,Matrix,Bedroom,beds,"$4,092","$4,092",king bed,PASS,,
Roma Nightstand Champagne,B391,Matrix,Bedroom,nightstands,$942,$942,nightstand (each),PASS,,
Roma Nightstand Dark walnut,B391,Matrix,Bedroom,nightstands,$942,$942,nightstand (each),PASS,,
Roma Queen bed Dark walnut,B391,Matrix,Bedroom,beds,"$3,777","$3,777",queen bed,PASS,,
Roma — Nightstand,391,Matrix,Bedroom,nightstands,$942,$942,nightstand (each),PASS,,
Roma — Queen Set,B391,Matrix,Bedroom,bedroom-sets,"$9,447","$9,447",queen complete set,PASS,,
Rylee Dresser mirror set Grey,B1061,Matrix,Bedroom,dressers,"$1,036","$1,036",dresser & mirror,PASS,,
Rylee King bed Grey,B1061,Matrix,Bedroom,beds,"$1,950","$1,950",king bed,PASS,,
Rylee Nightstand Grey,B1061,Matrix,Bedroom,nightstands,$406,$406,nightstand (each),PASS,,
Rylee Queen bed Grey,B1061,Matrix,Bedroom,beds,"$1,635","$1,635",queen bed,PASS,,
Rylee — Nightstand,1061,Matrix,Bedroom,nightstands,$406,$406,nightstand (each),PASS,,
Rylee — Queen Set,B1061,Matrix,Bedroom,bedroom-sets,"$4,092","$4,092",queen set ( qb+dm+2n),PASS,,
Samantha Chest Olive silver,B1591,Matrix,Bedroom,chests,"$1,446","$1,446",chest,PASS,,
Samantha Dresser mirror set Olive silver,B1591,Matrix,Bedroom,dressers,"$1,824","$1,824",dresser & mirror,PASS,,
Samantha King bed Olive silver,B1591,Matrix,Bedroom,beds,"$2,895","$2,895",king bed,PASS,,
Samantha Nightstand Olive silver,B1591,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Samantha — King Set,B1591,Matrix,Bedroom,bedroom-sets,"$7,242","$7,242",king complete set,PASS,,
Samantha — Nightstand,1591,Matrix,Bedroom,nightstands,$721,$721,nightstand (each),PASS,,
Seville Chest White,B2221,Matrix,Bedroom,chests,"$1,509","$1,509",chest,PASS,,
Seville Dresser mirror set White,B2221,Matrix,Bedroom,dressers,"$1,887","$1,887",dresser & mirror,PASS,,
Seville King bed White,B2221,Matrix,Bedroom,beds,"$3,336","$3,336",king bed,PASS,,
Seville Nightstand White,B2221,Matrix,Bedroom,nightstands,$753,$753,nightstand (each),PASS,,
Seville Queen bed White,B2221,Matrix,Bedroom,beds,"$3,021","$3,021",queen bed,PASS,,
Seville — Nightstand,2221,Matrix,Bedroom,nightstands,$753,$753,nightstand (each),PASS,,
Seville — Queen Set,B2221,Matrix,Bedroom,bedroom-sets,"$7,557","$7,557",queen complete set,PASS,,
Sienna Chest Beige,B1491,Matrix,Bedroom,chests,"$1,383","$1,383",chest,PASS,,
Sienna King bed Beige,B1491,Matrix,Bedroom,beds,"$3,084","$3,084",king bed,PASS,,
Sienna Nightstand Beige,B1491,Matrix,Bedroom,nightstands,$690,$690,nightstand (each),PASS,,
Sienna Queen bed Beige,B1491,Matrix,Bedroom,beds,"$2,769","$2,769",queen bed,PASS,,
